DRS.L,DRS Data & Research Services plc,LSE,UK,Business Services,760
NHL.L,Nomad Foods Limited,LSE,UK,Conglomerates,210
FDSA.L,Fidessa group plc,LSE,UK,Business Software & Services,826
VNIL.L,VIETNAM LISTED PORT,LSE,UK,,0
DNE.L,Dunedin Enterprise Ord,LSE,UK,,0
RDSA.L,Royal Dutch Shell plc,LSE,UK,Major Integrated Oil & Gas,120
BATS.L,British American Tobacco p.l.c.,LSE,UK,"Tobacco Products, Other",351
STOB.L,Stobart Group Limited,LSE,UK,Trucking,774
TCG.L,Thomas Cook Group plc,LSE,UK,"Recreational Goods, Other",317
STR.L,Stride Gaming plc,LSE,UK,Technical & System Software,822
CTY.L,City of London Ord,LSE,UK,,0
97452.L,PROMETH WORLD,LSE,UK,,0
GSS.L,Genesis Emerging Markets Fund,LSE,UK,,0
D4SO.L,Downing Four VCT Dp2011 Str Ords,LSE,UK,,0
SQNC.L,SQN ASS FIN GBP-C-,LSE,UK,,0
131746.L,MACROMAC,LSE,UK,,0
FPM.L,Faroe Petroleum plc,LSE,UK,Independent Oil & Gas,121
AAL.L,Anglo American plc,LSE,UK,Industrial Metals & Minerals,133
SL.L,Standard Life plc,LSE,UK,Life Insurance,430
AEN.L,Andes Energia PLC,LSE,UK,Electric Utilities,911
LWDB.L,The Law Debenture Corporation plc,LSE,UK,Asset Management,422
GLTR.IL,GLOBAL SPGDR REG-S,IOB,UK,,0
EUT.L,European Investment Ord,LSE,UK,,0
137304.L,NB DIST DEB INV USD,LSE,UK,,0
NUM.L,Numis Corporation Plc,LSE,UK,Asset Management,422
IEH.L,Intelligent Energy Holdings Plc,LSE,UK,Diversified Machinery,622
EBIV.L,EASTBRIDGE INVEST,LSE,UK,,0
WTM.L,Waterman Group plc,LSE,UK,General Contractors,636
ABF.L,Associated British Foods plc,LSE,UK,Food - Major Diversified,340
TRX.L,Tissue Regenix Group Plc,LSE,UK,Biotechnology,515
LEAF.L,Leaf Clean Energy Company,LSE,UK,Asset Management,422
BNZL.L,Bunzl plc,LSE,UK,Food Wholesale,757
SNCL.L,William Sinclair  Holdings plc,LSE,UK,Agricultural Chemicals,112
RNK.L,The Rank Group Plc,LSE,UK,Gaming Activities,714
PVG.L,PREMIER VET GRP,LSE,UK,,0
SN.L,Smith & Nephew plc,LSE,UK,Medical Appliances & Equipment,521
MAV4.L,Maven Income & Growth VCT 4 Ord,LSE,UK,,0
GLEN.L,Glencore Plc,LSE,UK,Industrial Metals & Minerals,133
EDGD.L,Edge Performance VCT 'D' Ord,LSE,UK,,0
PLAZ.L,Plaza Centers NV,LSE,UK,Property Management,448
DLN.L,Derwent London plc,LSE,UK,REIT - Diversified,440
BEEP.L,BlackRock Emerging Europe plc,LSE,UK,,0
ARM.L,ARM Holdings plc,LSE,UK,Semiconductor - Broad Line,830
CLDN.L,Caledonia Investments plc,LSE,UK,Asset Management,422
BKY.L,Berkeley Energia Limited,LSE,UK,Industrial Metals & Minerals,133
TW.L,Taylor Wimpey plc,LSE,UK,Residential Construction,630
ANA.L,ANA Holdings Inc.,LSE,UK,Major Airlines,770
OTC.L,Ortac Resources Ltd.,LSE,UK,Industrial Metals & Minerals,133
CREI.L,Custodian REIT Plc,LSE,UK,REIT - Diversified,440
TFIF.L,TWENTFOUR INC GBP,LSE,UK,,0
YNGN.L,"Young & Co.'s Brewery, P.L.C.",LSE,UK,Restaurants,712
DJI.L,DJI Holdings plc,LSE,UK,Gaming Activities,714
PTEC.L,Playtech plc,LSE,UK,Gaming Activities,714
AGOL.L,Ashmore Global Opportunities Ltd,LSE,UK,,0
KBC.L,KBC Advanced Technologies plc,LSE,UK,Oil & Gas Equipment & Services,124
VM.L,VIRGIN MON HLDG,LSE,UK,,0
LNTR.L,Lenta Ltd,LSE,UK,Department Stores,731
CRW.L,Craneware plc,LSE,UK,Healthcare Information Services,825
JPR.L,Johnston Press plc,LSE,UK,Publishing - Newspapers,727
UTLC.L,UIL FIN ZDP-2016,LSE,UK,,0
SIR.L,SEC INCOME REIT,LSE,UK,,0
SEC.L,Strategic Equity Capital Ord,LSE,UK,,0
GHS.L,Gresham House Strategic plc,LSE,UK,,0
VAL.L,ValiRx plc,LSE,UK,Biotechnology,515
PETS.L,Pets at Home Group Plc,LSE,UK,"Specialty Retail, Other",745
EOG.L,Europa Oil & Gas (Holdings) plc,LSE,UK,Independent Oil & Gas,121
DPV6.L,Downing Planned Exit VCT 6 Plc,LSE,UK,,0
LMIN.L,LONMIN I15 NP,LSE,UK,,0
WEB.L,Webis Holdings Plc,LSE,UK,Gaming Activities,714
KENV.L,Kennedy Ventures plc,LSE,UK,Asset Management,422
BKIR.L,The Governor and Company of the Bank of Ireland,LSE,UK,Money Center Banks,410
AFMF.L,Advance Frontier Markets Fund Limited,LSE,UK,,0
AGIZ.L,Aberforth Geared Income ZDP 2017,LSE,UK,,0
PUMA.L,Puma VCT VII Ord,LSE,UK,,0
FPEO.L,F&C; Private Equity Trust Ord,LSE,UK,,0
MCRO.L,Micro Focus International plc,LSE,UK,Technical & System Software,822
BKSA.L,The Black Sea Property Fund Limited,LSE,UK,,0
IONB.L,Iona Environmental VCT B Ord,LSE,UK,,0
HVPE.L,HarbourVest Global Private Equity Ltd.,LSE,UK,,0
WOS.L,Wolseley plc,LSE,UK,General Building Materials,634
HDD.L,Hardide PLC,LSE,UK,Chemicals - Major Diversified,110
COB.L,Cobham plc,LSE,UK,Aerospace/Defense - Major Diversified,610
JPIZ.L,JPMorgan Income & Capital ZDP 2018,LSE,UK,,0
OSEC.L,Octopus AIM VCT 2,LSE,UK,,0
NMG.L,Noricum Gold Limited,LSE,UK,Industrial Metals & Minerals,133
BET.L,Betfair Group PLC,LSE,UK,Gaming Activities,714
YKBD.IL,YAPI KD SPGDR REG-S,IOB,UK,,0
DGS.L,Digital Globe Services Inc.,LSE,UK,Internet Information Providers,851
TCF.L,TERRA GBP/0.01/NEW,LSE,UK,,0
NGR.L,Nature Group PLC,LSE,UK,,0
AFG.L,Aquatic Foods Group plc,LSE,UK,,0
GAMA.L,Gamma Communications plc,LSE,UK,Wireless Communications,840
133772.L,BRIT,LSE,UK,,0
WLFE.L,Wolf Minerals Limited,LSE,UK,Industrial Metals & Minerals,133
FMPI.L,F&C; Managed Portfolio Income Ord,LSE,UK,,0
AATG.L,Albion Technology & Gen VCT Ord,LSE,UK,,0
NCC.L,NCC Group plc,LSE,UK,Technical & System Software,822
JAM.L,JPMorgan American Ord,LSE,UK,,0
VLX.L,Volex plc,LSE,UK,Diversified Electronics,836
DOM.L,Domino's Pizza Group plc,LSE,UK,Restaurants,712
ERET.L,EURP REIT GBP PRP,LSE,UK,,0
SPD.L,Sports Direct International plc,LSE,UK,"Specialty Retail, Other",745
YOU.L,YouGov plc,LSE,UK,Business Services,760
87FZ.L,AECI 5.5 CP,LSE,UK,,0
SHI.L,SIG plc,LSE,UK,Industrial Equipment Wholesale,752
PVN.L,ProVen VCT Ord,LSE,UK,,0
JPG.L,Jupiter Global Ord,LSE,UK,,0
OPE.L,Optare Plc,LSE,UK,,0
PFLM.L,"PowerFilm, Inc.",LSE,UK,,0
NETD.L,NetDimensions (Holdings) Ltd,LSE,UK,Technical & System Software,822
CEY.L,Centamin Plc,LSE,UK,Gold,134
JRIC.L,Japan Residential Investment Co. Ltd.,LSE,UK,,0
CGLO.L,Chagala Group Ltd.,LSE,UK,,0
MNDI.L,Mondi plc,LSE,UK,Paper & Paper Products,324
HAS.L,Hays plc,LSE,UK,Staffing & Outsourcing Services,764
AGK.L,Aggreko plc,LSE,UK,Business Services,760
NTA.L,Northacre PLC,LSE,UK,Property Management,448
SYQ.L,SyQic Plc,LSE,UK,,0
SCPA.L,Scapa Group plc,LSE,UK,Specialty Chemicals,113
LWI.L,Lowland Ord,LSE,UK,,0
EXO.L,Exova Group plc,LSE,UK,Medical Laboratories & Research,525
IERE.L,Invista European Real Estate Trust SICAF,LSE,UK,,0
NANO.L,Nanoco Group plc,LSE,UK,Semiconductor Equipment & Materials,834
QFI.L,Quadrise Fuels International PLC,LSE,UK,Major Integrated Oil & Gas,120
WOR.L,World Careers Network plc,LSE,UK,Staffing & Outsourcing Services,764
3IN.L,3i Infrastructure plc,LSE,UK,Asset Management,422
NSCI.L,NetScientific plc,LSE,UK,Biotechnology,515
PURI.L,PuriCore Plc,LSE,UK,Pollution & Treatment Controls,623
3LEG.L,3Legs Resources plc,LSE,UK,Independent Oil & Gas,121
JPEI.L,JPMorgan Elect Managed Inc Ord,LSE,UK,,0
OPRA.L,Opera Investments Plc,LSE,UK,,0
IMT.L,Imperial Tobacco Group PLC,LSE,UK,"Tobacco Products, Other",351
PCF.L,Private & Commercial Finance Group plc,LSE,UK,Credit Services,424
0R6Z.L,Royal Unibrew A/S,LSE,UK,,0
QLI.IL,QUEENCO SPGDR REG-S,IOB,UK,,0
HICL.L,HICL Infrastructure Company Limited,LSE,UK,,0
LXB.L,LXB Retail Properties Plc,LSE,UK,Real Estate Development,449
CRAW.L,Crawshaw Group plc,LSE,UK,Grocery Stores,734
JAI.L,JPMorgan Asian Ord,LSE,UK,,0
JDG.L,Judges Scientific plc,LSE,UK,Scientific & Technical Instruments,837
OPAY.L,PAYSAFE GROUP,LSE,UK,,0
VED.L,Vedanta Resources plc,LSE,UK,Industrial Metals & Minerals,133
BOE.L,The Boeing Company,LSE,UK,Aerospace/Defense - Major Diversified,610
ANH.L,Al Noor Hospitals Group Plc,LSE,UK,Hospitals,524
NTG.L,Northgate plc,LSE,UK,Rental & Leasing Services,761
ENRT.L,Environmental Recycling Technologies plc,LSE,UK,Chemicals - Major Diversified,110
AV.L,Aviva plc,LSE,UK,Property & Casualty Insurance,432
MAIL.IL,MAIL RU SP GDR-REGS,IOB,UK,,0
KCOM.L,KCOM Group PLC,LSE,UK,Wireless Communications,840
LEK.L,Lekoil Limited,LSE,UK,Independent Oil & Gas,121
10NC.L,PHOSAGR SP GDR-144A,LSE,UK,,0
CNE.L,Cairn Energy plc,LSE,UK,Independent Oil & Gas,121
EUA.L,Eurasia Mining plc,LSE,UK,Industrial Metals & Minerals,133
SHOK.L,Marlowe Holdings Limited,LSE,UK,Asset Management,422
137305.L,NB DIST DEB INV USD,LSE,UK,,0
PFC.L,Petrofac Limited,LSE,UK,Oil & Gas Equipment & Services,124
SRPN.L,SERCO GROUP 15 NP,LSE,UK,,0
WSP.L,Wynnstay Properties plc,LSE,UK,Property Management,448
UKCM.L,UK Commercial Property Trust Ltd.,LSE,UK,,0
DVWA.L,Dee Valley Group plc,LSE,UK,Water Utilities,914
CCH.L,COCA-COLA HBC N,LSE,UK,,0
0NOL.L,ADVA Optical Networking SE,LSE,UK,,0
DGB.L,Digital Barriers plc,LSE,UK,Security & Protection Services,765
DTC.L,Datatec Limited,LSE,UK,Information Technology Services,824
ECM.L,Electrocomponents plc,LSE,UK,Industrial Equipment Wholesale,752
KBT.L,K3 Business Technology Group plc,LSE,UK,Information Technology Services,824
NAIT.L,North American Income Trust Ord,LSE,UK,,0
TAVI.L,Tavistock Investments PLC,LSE,UK,Asset Management,422
ABTX.L,"AquaBounty Technologies, Inc.",LSE,UK,,0
ZTF.L,Zotefoams plc,LSE,UK,Specialty Chemicals,113
DRV.L,"Driver Group, PLC",LSE,UK,Business Services,760
ZOO.L,Zoo Digital Group plc,LSE,UK,Technical & System Software,822
MGGT.L,Meggitt PLC,LSE,UK,Aerospace/Defense - Major Diversified,610
66XD.L,Edita Food Industries S.A.E.,LSE,UK,,0
ICGC.L,Irish Continental Group plc,LSE,UK,Shipping,775
RIO.L,Rio Tinto plc,LSE,UK,Industrial Metals & Minerals,133
OCL.L,Oakley Capital Investments Limited,LSE,UK,Asset Management,422
BRW.L,Brewin Dolphin Holdings plc,LSE,UK,Asset Management,422
NCYF.L,CQS New City High Yield Fund Limited,LSE,UK,,0
HOCN.L,HOCHSCHILD I15 NP,LSE,UK,,0
137267.L,RANG DIR LEND GBP,LSE,UK,,0
PRAE.L,Duke Royalty Limited,LSE,UK,Investment Brokerage - National,420
DP2D.L,Downing Two VCT 'D' Ord,LSE,UK,,0
ITRK.L,Intertek Group plc,LSE,UK,Business Services,760
FRES.L,Fresnillo PLC,LSE,UK,Industrial Metals & Minerals,133
BMR.L,BMR Mining PLC,LSE,UK,Industrial Metals & Minerals,133
INFI.L,Infinis Energy plc,LSE,UK,,0
T1VC.IR,TVC HOLDINGS,ISE,UK,,0
VOD.L,Vodafone Group Plc,LSE,UK,Wireless Communications,840
ECWO.L,Ecofin Water & Power Opps Ord/Inc,LSE,UK,,0
PPEA.L,PROV PLAN EX VCT-A-,LSE,UK,,0
RDT.L,Rosslyn Data Technologies plc,LSE,UK,Technical & System Software,822
NKTN.L,Nektan plc,LSE,UK,Multimedia & Graphics Software,820
40SI.L,BCP FIN PERP NCNVP,LSE,UK,,0
AEG.L,Active Energy Group PLC,LSE,UK,Pollution & Treatment Controls,623
PAP.L,Paddy Power plc,LSE,UK,Gaming Activities,714
WKOF.L,WEISS KOREA OPP GBP,LSE,UK,,0
LAD.L,Ladbrokes PLC,LSE,UK,Gaming Activities,714
MIG2.L,Maven Income & Growth VCT 2 Ord,LSE,UK,,0
BDEV.L,Barratt Developments plc,LSE,UK,Residential Construction,630
GAH.L,Gable Holdings Inc.,LSE,UK,Property & Casualty Insurance,432
LVRT.L,Levrett plc,LSE,UK,,0
HSV.L,HomeServe plc,LSE,UK,Business Services,760
OML.L,Old Mutual plc,LSE,UK,Life Insurance,430
DP2C.L,Downing Two VCT 'C' Ord,LSE,UK,,0
7035.L,MITSUBISHI CORP,LSE,UK,,0
LMI.L,Lonmin plc,LSE,UK,Industrial Metals & Minerals,133
RSB.L,Rensburg AIM VCT Ord,LSE,UK,,0
XPP.L,XP Power Ltd.,LSE,UK,Diversified Electronics,836
VNC.L,Ventus VCT 2 C Ord,LSE,UK,,0
KMGA.L,KAZMUNAI SP GDR144A,LSE,UK,,0
RPC.L,RPC Group Plc,LSE,UK,Packaging & Containers,325
MTW.L,Mattioli Woods PLC,LSE,UK,Asset Management,422
GFS.L,G4S plc,LSE,UK,Security & Protection Services,765
MWGT.L,Miton Worldwide Growth Ord,LSE,UK,,0
SARS.L,Sarossa Plc,LSE,UK,Asset Management,422
AVON.L,Avon Rubber p.l.c.,LSE,UK,Aerospace/Defense - Major Diversified,610
CCC.L,Computacenter plc,LSE,UK,Information Technology Services,824
PLSA.IR,PADDY POWER,ISE,UK,,0
LCG.L,London Capital Group Holdings plc,LSE,UK,Investment Brokerage - National,420
MIN.L,Minoan Group PLC,LSE,UK,"Recreational Goods, Other",317
WG.L,John Wood Group PLC,LSE,UK,Oil & Gas Equipment & Services,124
QRT.L,"Quarto Group, Inc.",LSE,UK,Publishing - Newspapers,727
VENC.L,Ventus VCT C Ord,LSE,UK,,0
LOGP.L,Lansdowne Oil & Gas plc,LSE,UK,Independent Oil & Gas,121
SYR.L,Synergy Health plc,LSE,UK,,0
SHFT.L,Shaft Sinkers Holdings Plc,LSE,UK,,0
MAFL.L,Mineral & Financial Investments Ltd,LSE,UK,,0
KMR.L,Kenmare Resources plc,LSE,UK,Industrial Metals & Minerals,133
FXPO.L,Ferrexpo Plc,LSE,UK,Steel & Iron,130
GNK.L,Greene King plc,LSE,UK,Restaurants,712
138610.L,LIVANOVA,LSE,UK,,0
CNG.L,China Nonferrous Gold Limited,LSE,UK,,0
SER.L,Sefton Resources Inc.,LSE,UK,,0
JMG.L,JPMorgan Emerging Markets Ord,LSE,UK,,0
RSTR.L,Rightster Group Plc,LSE,UK,Technical & System Software,822
JNY.L,Journey Group plc,LSE,UK,Business Services,760
PDG.L,Pendragon PLC,LSE,UK,Auto Dealerships,744
TUNE.L,Focusrite Plc,LSE,UK,"Recreational Goods, Other",317
CLIG.L,City of London Investment Group PLC,LSE,UK,Asset Management,422
UKM.L,UK Mail Group plc,LSE,UK,Air Delivery & Freight Services,773
WSL.L,Worldsec Limited,LSE,UK,Asset Management,422
DSN.L,Densitron Technologies plc,LSE,UK,,0
KFX.L,KOFAX,LSE,UK,,0
TED.L,TED BAKER,LSE,UK,,0
JD.L,JD Sports Fashion plc,LSE,UK,"Specialty Retail, Other",745
TPOU.L,Third Point Offshore Investors Limited,LSE,UK,,0
IBST.L,Ibstock plc,LSE,UK,,0
SWL.L,Swallowfield plc,LSE,UK,Personal Products,323
DLG.L,Direct Line Insurance Group PLC,LSE,UK,Property & Casualty Insurance,432
MIG5.L,Maven Income & Growth VCT 5 Ord,LSE,UK,,0
EIIB.L,Rasmala PLC,LSE,UK,Money Center Banks,410
TREE.L,Cambium Global Timberland Limited,LSE,UK,,0
BOK.L,Booker Group PLC,LSE,UK,Food Wholesale,757
POLR.L,Polar Capital Holdings plc,LSE,UK,Asset Management,422
SXS.L,Spectris plc,LSE,UK,Scientific & Technical Instruments,837
TAT.IL,TATUNG SP GDR REG-S,IOB,UK,,0
SCH.L,SafeCharge International Group Limited,LSE,UK,Information Technology Services,824
AAEV.L,Albion Enterprise VCT Ord,LSE,UK,,0
ENTU.L,entu (UK) plc,LSE,UK,Home Improvement Stores,736
RGM.L,Regency Mines Plc,LSE,UK,Industrial Metals & Minerals,133
YUJ.L,Yujin International Limited,LSE,UK,Shipping,775
SPSY.L,Spectra Systems Corporation,LSE,UK,Technical & System Software,822
EAS.L,Energy Assets Group Plc,LSE,UK,Oil & Gas Equipment & Services,124
EVR.L,EVRAZ plc,LSE,UK,Steel & Iron,130
SVI.L,SVG Capital Plc,LSE,UK,Asset Management,422
RB.L,Reckitt Benckiser Group plc,LSE,UK,Personal Products,323
DGE.L,Diageo plc,LSE,UK,Beverages - Wineries & Distillers,347
WTE.L,Westmount Energy Ltd.,LSE,UK,Independent Oil & Gas,121
4553.L,ZOTEFOAMS,LSE,UK,,0
URA.L,Uranium Resources Plc,LSE,UK,Industrial Metals & Minerals,133
KGP.L,Kingspan Group plc,LSE,UK,General Building Materials,634
JFJ.L,JPMorgan Japanese Ord,LSE,UK,,0
FEN.L,Frenkel Topping Group Plc,LSE,UK,Asset Management,422
BOO.L,boohoo.com plc,LSE,UK,Textile - Apparel Clothing,320
PLP.L,Polypipe Group plc,LSE,UK,Rubber & Plastics,322
RUS.L,Raven Russia Ltd.,LSE,UK,Real Estate Development,449
35780.L,YOUNG&CO;'S BRE NVTG,LSE,UK,,0
IBT.L,International Biotechnology Ord,LSE,UK,,0
DP2E.L,Downing Two VCT Plc,LSE,UK,,0
TMK.L,Torchmark Corporation,LSE,UK,,0
138570.L,BBA AVIATION I15 FP,LSE,UK,,0
COMS.L,Coms PLC,LSE,UK,Wireless Communications,840
SCN.L,SACOVEN,LSE,UK,,0
ZAM.L,Zambeef Products Plc,LSE,UK,Food - Major Diversified,340
ELTA.L,Electra Private Equity Ord/Inc,LSE,UK,,0
JPRL.L,Jupiter Energy Limited,LSE,UK,,0
FTSC.L,Foresight Solar VCT PLC C,LSE,UK,,0
PTF.L,Phaunos Timber Fund Ltd.,LSE,UK,,0
SAV.L,Savannah Resources Plc,LSE,UK,Gold,134
CROS.L,Crossrider Plc,LSE,UK,Internet Information Providers,851
ZOL.L,Zoltav Resources Inc.,LSE,UK,Independent Oil & Gas,121
DO1C.L,Downing FOUR VCT plc,LSE,UK,,0
JUS.L,Jupiter US Smaller Companies,LSE,UK,,0
WAFM.L,West African Minerals Corporation,LSE,UK,Industrial Metals & Minerals,133
JDW.L,J D Wetherspoon plc,LSE,UK,Restaurants,712
YOLO.L,Yolo Leisure and Technology plc,LSE,UK,Asset Management,422
RMP.L,Red Emperor Resources NL,LSE,UK,Independent Oil & Gas,121
FXI.L,Fusionex International Plc,LSE,UK,Business Software & Services,826
OGZD.IL,GAZPROM SP ADR,IOB,UK,,0
TILS.L,Tiziana Life Sciences PLC,LSE,UK,Biotechnology,515
UTW.L,Utilitywise Plc,LSE,UK,Business Services,760
BRGE.L,BlackRock Greater Europe Ord,LSE,UK,,0
WKP.L,Workspace Group plc,LSE,UK,REIT - Diversified,440
NLG.L,Arria NLG Plc,LSE,UK,Technical & System Software,822
UU.L,United Utilities Group PLC,LSE,UK,Water Utilities,914
OCN.L,Ocean Wilsons Holdings Ltd.,LSE,UK,Shipping,775
BBAN.L,BBA AVIATION I15 NP,LSE,UK,,0
SVS.L,Savills plc,LSE,UK,Property Management,448
ION1.L,Iona Environmental VCT Ord,LSE,UK,,0
55BC.L,COMM BK SP GDR-144A,LSE,UK,,0
MEL.L,Mitsubishi Electric Corporation,LSE,UK,Diversified Electronics,836
FISH.L,Fishing Republic plc,LSE,UK,,0
DRTY.L,DARTY,LSE,UK,,0
GKP.L,Gulf Keystone Petroleum Limited,LSE,UK,Oil & Gas Drilling & Exploration,123
101198.L,BELLZONE MINING NPV,LSE,UK,,0
ACE.L,Auhua Clean Energy Plc,LSE,UK,Diversified Utilities,913
AXS.L,Accsys Technologies Plc,LSE,UK,"Lumber, Wood Production",632
DMCA.L,DAMAC SP GDR-144A,LSE,UK,,0
TTA.L,TOTAL S.A.,LSE,UK,Major Integrated Oil & Gas,120
RGP.L,Ross Group plc,LSE,UK,Electronic Equipment,314
ROSN.IL,ROSNFT SP GDR-REG-S,IOB,UK,,0
IVPM.L,Invesco Perp Select Liquidity Ord,LSE,UK,,0
FJET.L,FastJet Plc,LSE,UK,"Air Services, Other",772
MOIL.L,Madagascar Oil Limited,LSE,UK,Independent Oil & Gas,121
MCS.L,McCarthy & Stone Plc,LSE,UK,,0
STGR.L,Stratmin Global Resources PLC,LSE,UK,Industrial Metals & Minerals,133
EZJ.L,easyJet plc,LSE,UK,Major Airlines,770
CNMI.L,Camper & Nicholsons Marina Investment Ltd,LSE,UK,Shipping,775
OTV1.L,OCTOPUS TITAN VCT 1,LSE,UK,,0
VSN.L,Verseon Corporation,LSE,UK,,0
OSB.L,OneSavings Bank Plc,LSE,UK,Money Center Banks,410
KIBO.L,Kibo Mining Plc,LSE,UK,Gold,134
DDDD.L,4D pharma plc,LSE,UK,Biotechnology,515
ULVR.L,Unilever plc,LSE,UK,Personal Products,323
AEX.L,Aminex plc,LSE,UK,Independent Oil & Gas,121
SMP.L,St. Modwen Properties PLC,LSE,UK,Property Management,448
RGD.L,Real Good Food plc,LSE,UK,Confectioners,345
